"","text"
"2285","jelang  day  pabrikpabrik   aktif produksi  kluster tular    bijak cuti   kompensasi   atur kumpul  ruang produksidengan awas  atur sehat   â€"
"2286","  try cari anak muda    de  makcik  upah delivery costapa pon doa semoga depa  murah rezeki ladugaan berat  niğÿ˜…struggle is real   time "
"2287","kasihan relawan  kerja medis   mentri sembuh   apresiasi  lbplucu"
"2288","anggar refocusing penanganan  gubernurgunakan anggar  suai     â€"
"2289","giat sosialisasi  edukasi   psbb lakukan lockdown viruscorona  sidoarjo sugihwaras candi â€"
"2290","dpr  pemerintah bail out pts dampak "
"2291","bantu naikkin followers  kak akun  kena dampak  â aday aday instantfollow followfollow follow followme ifollowall ifollowback programfolback promo promotorindependen"
"2292","dampak pandemi    sektor didik sosial  ekonomi miris  gawai  phk akibat wabah  semoga tuhan  cabut bala â€"
"2293","  open minded  brdebat  santuy    faktual parungan    media media mmbrikan  stigma negatif shngga menimbulkn rsa takut brlebihan  msyrkat intiny    pikirn  menginginkn media mmbrikn stigma positif kak msyrkatpictwittercomdpixuxswu"
"2294","tusipoangalia tatizo  kushindwa kupumua litaondoa watu wengi kuliko  yenyewe"
"2295"," kecewa  proses refund    merefund       potong   refund tiket pp   misi   cegah sebar     win solution lumayan nyumbang  ka semoga  "
"2296"," omong  drtia  debat  jrx hey kawan ku  alam semesta ingetwalaupun goblok gratis  borong doa gua cuman  bikin berita    karu karu gua doain mati   jasat  tia jrx "
"2297","    main main  tolong sekal  anggap remeh bantu  satgas  minimal pakai masker   nerobos masuk   ecek suhu  â€"
"2298"," ramadhan plus  duga  inicovidpkp     muhasabah diriğÿœ"
"2299","nitip jual masker ya g  tutup dampak    nih terima kasih"
"2300","media tanggap pandemi godok  biar mateng "
"2301","rsd soebandi terima bantu apd penanganan   usaha cerutu binâ cigar â€ pictwittercomihcojqm"
"2302","newspercepatan penanganan sebar  polsek lintau buo beri himbauan  edukasi"
"2303","newsposko  batu balang kawal terap psbb"
"2304","newsbupati   umkm  jalan protap   kerja"
"2305","update   positif  sembuh  kejar â€ spiritsumbar beritaterkini peristiwa viruscorona viruscoronaindonesia coronavirus"
"2306","ajar  rumah   pelajarsiswa  optimal dunia digital   pandemik   buah niscaya   paksa dunia didik  menyesuaikan   era industri belajardirumah belajardarirumah disiplinkuncihadapicorona"
"2307","i cant  pesa ya kulipa wale tulipigia doctari makofi pesa ya mafuta ya ndege ya kupeperusha banners pesa ya maua ile tulitumia wazungu huko ngambo wasiboeke wakitibiwa  â€"
"2308","bareskrim polri salur bantu   mahasiswa rantau"
"2309","antisipasi tolak warga pemkot jambi  tpu  jenazah "
"2310","stok aman harga stabil harap  realita  ramadan   merang covidngeblogdirumah â€"
"2311","bantu naikkin followers  kak akun  kena dampak  â aday aday instantfollow followfollow follow followme ifollowall ifollowback programfolback promo promotorindependen vippromotiongrup   kak"
"2312","asn tni polri  gawai bumn larang mudik rupa upaya pemerintah cepat pemutusan mata rantai sebar covidpictwittercompdzvdhkgk"
"2313"," kodrat kentut  terima  batuk ğÿ˜ viruscorona "
"2314","sehat   jokowi semoga pandemi   "
"2315"," nyata  bencana  ya  kali ya media pegang teguh  jurnalisme sensitif bencana give us hope â€"
"2316","      gembira   prihatin  "
"2317","  pandemi  ansor kudusâ isi program ramadhan  kultim"
"2318","dunia  mudik   pandemi  pria  sewa truk  borong ton bawang"
"2319","    software update  minggu kak  mutasi    "
"2320"," rame konspirasi   pengin rasai sahur bareng elite global"
"2321","  tweetmu   lu pikir tenaga sehat  tinggal      tuhanpictwittercomformonyx"
"2322","dampak   camat  ketapang  bantu sembako   pakai â€"
"2323"," kecewa  proses refund    merefund       potong   refund tiket pp   misi   cegah sebar     win solution lumayan nyumbang  ka semoga  "
"2324","  peduli  korban phk akibat pandemi   gaung ğÿ‘‡ğÿ‘‡ğÿ‘‡ğÿ‘‡ tolaktkachina tolaktlkachina"
"2325"," pasien  derita   jawa timur"
"2326","      kaltim  april      samarinda   kuta timurpictwittercombfddzrx"
"2327"," opsi laksana pilkada  desember   masyarakat  steril  pandemic   atur tata  teknis  standarisasi protocol sehat    imbang   bijak"
"2328","      kaltara  april inipictwittercomskqtidp"
"2329","halo kak kait kondisi     lapor angka stand  sampa langsung  whatsapp   nomor suai   baca meter kakak bain"
"2330","danlantamal viii pimpin garap lahanâ antisipasi tahan pangan   "
"2331","kabupaten pal miris dampak  â€“ warga desa     sembako pictwittercomewrzcbvhw"
"2332","  poin   webincang  manjadi catat  ama konsekuensi  pilkada  laksana  desember  pandemi   laksana   efektif   sisi anggar   sisi laksana"
"2333","toko buku  close alih  online shop hilang senang  pergi  toko buku savecovidramadhan"
"2334","pasien  positif   kendari  klaster kejat  transmisi lokal â€"
"2335","pasien   kaltim      impor   positif   kerja  lakukan work from home klaim isran noor  kalah  kunjung  informasi lengkap pictwittercomkournmzidw"
"2336","kampoeng ramadhan umkm solusi pulih ekonomi    â€"
"2337","sumbar cepat penanganan sebar  polsek lintau buo beri himbauan  edukasi"
"2338"," puisi the lectors ajak  elemen  lawan  pictwittercomyyoziak"
"2339","sumbar posko  batu balang kawal terap psbb"
"2340","kabar  prabumulih konfirmasi pasien sembuh  total pasien sembuh  sumsel orang pictwittercomgdswwtvky"
"2341","sumbar bupati   umkm  jalan protap   kerja"
"2342","kerja henti akibat  pasang suluh jual bahan butuh pokok kostum superhero â€"
"2343"," diskusi  tia  sepakat   sampa jrx salah   narasi negatif msm mainstream media   takut masif hadap "
"2344","jatenglawancorona rabu april  wib bhabinkamtibmas aiptu sugeng paryanto sinergi  babinsa diposko gugus  lurah sokanegara camat purwokeo timur sampa pesan kamtibmaspictwittercomhohxaat"
"2345"," lapar   pandemi  juta orang  tinggal    pandemikarena lapar rugi     rugi semuanyakarena lapar pandang orang malas    pandang siapapunjerinx"
"2346","shin menene alamomin cutar  mutum  dauke  cutar  zai iya fuskantar kalubale wajen shakar numcashi  kuma alamomi kamar zazzabi tari ciwon jiki ciwon ka  kuma sarkewar numfashi extendthelockdown  iamfreedom inlagos freemubarak pictwittercomgddmxwd"
"2347"," ama siar bayu putus  hirup udara segar darat   nyata   segar   isu pandemi   barubaru  masuk indonesia     luntur niat bayu   keliling"
"2348"," pasoen  sakit serius  infeksi   tinggal  nyata tinggal  "
"2349","just  case  cases  domestik tingkat    peranjat  negara    kisah   raja  wujud menteri bodoh   "
"2350","kenal yuk pusat info  milik gojek gojek coronaupdate â€"
"2351","kalo ahmad dhani mabok agama kalo  mabok konspirasi weeeeh ku  adek dokter kerja keras   eh  enak udel  omong   pengin  pijak"
"2352","cc all jfbs  â€"
"2353","update  konawe odp    otg  â€"
"2354","orang   vaksin sars mers     ngarepin vaksin  mimpi  the max   main   ukur     bakteri  nama rnanya  complicated"
"2355","monitoring posko gugus tugas   desa alang bonbon  babinsa koramil pulauâ rakayat â€ pictwittercomqakafxh"
"2356","giat    wib   alat     terap protokol sehat urang sebar     masker kain  laksana giat tersebutpictwittercomxgjciucgxn"
"2357","pemprov sumut  kaji anggar riset    fokus penanganan  dampak "
"2358","pemprov sumut  kaji anggar riset    fokus penanganan  dampak "
"2359","narasi takut  lakukan  media  lihat   ama  temu  indonesia"
"2360","wala man ako sa pinas o masaya ako  ang bayan  aking pinagmulan ay isang bayan  malaya  sa  ğÿ˜š covidfreesariaya"
"2361","  biashara"
"2362","  surga  neraka pictwittercomcshenx"
"2363"," laboratorium aktif periksa  pictwittercomcekwwvpae"
"2364","  bantu    kakak  pilih  orang pakdi daerah jawa   pilih    kakak mohon konfirmasi "
"2365"," positif   pasien sembuh  angka tinggal  lemah pictwittercomhvcradazx"
"2366","alhamdulillah  nyata â€œpasukan takut laparâ€  jago cukur ğÿ˜ğÿ˜‚ğÿ˜ğÿ˜‚ğÿ˜ idimakasaar polsekpanakukang arssisulsel intisulsel ftiumikerensharing is caring sharingiscaring protokoldisaster protokolbencana viruscorona  cegah antisipasi pictwittercomckywifl"
"2367"," pandemic     karyawan  wfh  sekal  usaha milik y performance indicators kpiokr okr objective y results   efektifefisien  days online seminar meiâ€™info pictwittercomdqnqtftdxr"
"2368","relawan lindung anak bireuen aceh wilayah pidie serah paket sembako donasi masyarakat  anak yatim aceh dampak  serah  ibunurhayati domisili  desa sagoe camat keumala kabupaten pidie aceh semoga berkah  bermanfaatpictwittercomnleboyqhk"
"2369","  ganti akun   bahas konspirasi  hubung   langsung hilang  makan hantu dunia maya bisnis media   jancuk itupictwittercomjtbjcjds"
"2370","kondisi kian panas as tuding china bikin alat uji    palsuglobal â€"
"2371","pandemik   buol  beambah bupati tolong warga  anjuran pemerintah â€"
"2372","ya   masuk genting paksa dinsyam dkk ribut  udin diam  rumah  senja"
"2373","imbas   hotel banting harga  â€tiketcom promo campaignpromo pictwittercomznptetqzn"
"2374","  pandemi   sektor ekonomi  sektor   terdampakselain  dunia didik jugaterdampak    perubahanadaptasi  didik  jalan a thread belajardarirumah disiplinkuncihadapicorona pictwittercomyiamvzlkb"
"2375","  asih tau    manusia ya  sumber firasat gua bilang  "
"2376","superhero coväd fightcovid covidindonesia coronaindonesia coronavirus fightcovidtogether fightcorona gahranichen doktergahranichen drgahranichen drgahrani thanos lolrsia family â€"
"2377","antisipasi tolak warga pemkot jambi  tpu  jenazah  pemk â€"
"2378","konklusi        milik musuh  takut    turun imunitas tubuh  sakit mudah masuk  tubuh"
"2379","habari  katanta kwa kipindi hiki cha janga   kumekuwa  taarifa nyingizinazohusiana  kujikinga pamoja   juu ya ugonjwa huu  katika kupita kwangu kwenye platform mbali mbali nimekutana  herd immunity hii  kitu gani"
"2380","dandim serah bantu apd pcs  gugas tugas  munafik â€"
"2381","nisan  raporupictwittercomnzxykpz"
"2382"," dinding fb gelimpang status jual kendara pribadi    kalimat korban  sedih baca"
"2383","pakada orang sumut nih  rakyat     hadap    provokasi masayarakat   usir ormas islam  sumut"
"2384"," positif    tuh positif kepo tingkat naudzubillah adaaaa"
"2385","   bill gates biang kerok tia"
"2386"," baca  mati almarhum fabyan       fakta    serang paru   serang saraf  kayak   temu  korban    tahunkorban muda  beringas kawan stay safe â€"
"2387","harap  october    pandemic  pengin banget synchronize fest"
"2388","  cegah odp mubar  tinggal orang â€"
"2389","   ramadan h    hadap pandemi     lupa  wajib bayar zakat fitrah ya  klik link taut  ya menebarkebaikan lombablogmenebarkebaikan â€"
"2390","pikir sekal lagiğÿ™ğÿ  stayathome marhabanyaramadhan pictwittercombupsaidxd"
"2391","peahankan zona hijau kapolda babel imbau warga jaga jarak  covidupdate â€"
"2392"," pasien positif   kepri  orang tinggal dunia  sembuh â€"
"2393","  pdp  indonesia tinggal  gejala     orang indonesia tinggal  gejala     catat  korban sakit akibat    hasil studi  lakukan  provinsi"
"2394","pasien   kaltim  beambah  april      konfirmasi warga   waspada total   provinsi   â€"
"2395","covidupdates habari njema  kuongezeka idadi ya wagonjwa waliopona kutoka watu had kufikia watu zanzibar bara  vifo vimetokea  kufanya jumla ya waliofariki kwa ugonjwa wa  kufikia had sasawaziri mkuu kassim majaliwa tanzaniaupdates pictwittercomohfiokz"
"2396","jakaa waadesapenggunaan aplikasi video telekonferensi   pandemi   tingkat   terkaiterat  bijak physical distancing jaga jarak  lakukan pemerintah  nek laju kembang virusaplikasi pictwittercomeyivwayaf"
"2397","        bandung ya  apaapa   apaapa deh kerja    terbengkai   nek laju tular   tanggung atuh kang sakalian weh karantina wilayah meh wargi jabar jamin sagalana â€"
"2398","kominfo sistem  lawan  manfaat untukâ masyarakat â€ pictwittercomgdtgdsfjd"
"2399","mati pasien teinggi    belgia  pemerintahnya  malu tohok alas â€"
"2400","pontianak  relawan      rumah karantina nipah kuning â€"
"2401","antisipasi tolak warga pemkot jambi  tpu  jenazah  pemk â€"
"2402","bantu penanganan   dharma jaya sumbang rp juta beritajakaa bacadibj jaki â€"
"2403","skenario darurat sehat hadap puncak pandemi   malu â€"
"2404","my big question      hidup  normal   sudzon    batukbatuk"
"2405","jalan sunyi   pandemi paruh  maret  efek pandemi   biasabiasa   kangenrindu   beemu   barengbareng sinau  maiyahan   teuntaskan"
"2406","tolong kasih dokter halunya nasi anjing  kemarin viral   dokter      mati kena  dokter  "
"2407","kot moh wametumia kasus kwa chai  vitafunio maaaaajabu haya covidimpactke  buruburu pictwittercompajkrjompr"
"2408","fake publicity  expe apne upar khud h attack  kuch sharam he ki nahi  ki situation mein v terko wrong repoing karni hain re jaise logo ki  honi chayie is duniya mein hope teri repo positive ahe aur is dhai kak bhoj  ho"
"2409","  salah           lihat efek positif  manfaat   "
"2410","kalo   orang  nyepelein    benerdah lu ampun lo  nyepelein   kalo   masuk tubuh  tubuh   stabil imun   sakit bawa    ah gua no comment"
"2411","bareskrim polri salur bantu   mahasiswa perantautaucepattanpabatas beritaterkini beritaterkini newsupdate â€"
"2412"," januari    indonesia   jabat  santai  anggap enteng arah  kasusombongansediiihhh ğÿ˜ğÿ˜    andai andai   dengar  peduli dikit    beginijadinya    sesal â€"
"2413","positif  kabupaten sukabumi april beambah  sembuh  pasien â€"
"2414","sembilan daerah  sultra  papar positif  â€"
"2415"," pandemi  ajar dirumahaja  solusi   siswa ya    manfaat  guru  ou ya pictwittercomdtsdyulr"
"2416","mtambo wa kuambukuza wazinduliwa railways kuanzia leo msafiri yeyote anayetaka kutumia tren hapa nairobi atalazimika kupitia katika mtambo maalum wa kupuliza dawa kama njia ya kukabiliana  maambukizi ya  ntvjioni pictwittercomzplvwtwx"
"2417","antisipasi tolak warga pemkot jambi  tpu  jenazah  pemk â€"
"2418","rakor  bupati â€œblt dd  tumpang tindihâ€ â€"
"2419","alhamdulillah  ramadhan     ngabuburit cari order order  mah   gojek grab "
"2420","terima   min  lolos skd ngurangin penggaguran akibat "
"2421","tau    goblok  sehat   soksokan klaim  manmade  "
"2422","  suntik "
"2423"," india furathama fassi dhen nassi anehkka fassi eahfahu maru"
"2424"," cegah sebar   salur bantu tunai  masyarakat dampak pandemi   kp buyungbuyung c tabalar kabberau polresberau poldakaltim polisiindonesia pictwittercompkhvauhxg"
"2425","angka sebar   kota bandung  turun â€ pictwittercomtmopkjq"
"2426"," tarik kalo   vaksin  kapasitas produksi vaksin  juta vaksin  minggu ya butuh   vaksin  masyarakat  indonesia  muncul    modyar"
"2427","  sebar   buleleng mulaiâ lamban â€ pictwittercomsmlmiwl"
"2428","presiden sampa skema lindung  pemulihan umkm  pandemi "
"2429","telangana mein   naye cases discharged jis mein ek din kak bacha shamil hain watch at telanganafightscorona lockdown lockdownextention extendlockdown"
"2430","nyata   risih  gerak saudaraangkat  motor gerak saudaraangkat  murni  tolong orang  susah akibat dampak ekonomi akibat pandemic  â€"
"2431","angka sebar   kota bandung  turun â€ pictwittercomlrztojqmj"
"2432"," tingkat  positif   jawa barat jabar   daerah  opsi terap batas sosial skala  psbb â€"
"2433"," lucas castellani sah interview sault saultnews news politics onpoli cdnpoli ontario  coronavirus healthcare covidontario inthistogetherssm ontariospirit pictwittercomcabiplvkgv"
"2434","unafunga kanisa kwa hofu ya  lakini unafungua bar ili biashara ziendelee tulikosea wapi mungu"
"2435","big hit putus  jadwal ulang tur dunia map of the soul bts   â€"
"2436","pikir beda  berai salah cari    sumber informasi merdeka  a      kaki     beanggung      kuatkitabersinar jrx   ftg pictwittercomrmdvmcugg"
